name,selection_score,accuracy,balanced_accuracy,macro_f1,macro_f1_present_classes,weighted_f1,log_loss,multiclass_brier,ece_macro
lightgbm,0.3392344952120366,0.6489860020484807,0.38337503576050264,0.3741864128618939,0.3741864128618939,0.6715779217921581,0.6990383529971468,0.41928193448194856,0.1346032040970018
xgboost,0.3132457987932587,0.7540867190167293,0.35117157936681204,0.34346032981768154,0.34346032981768154,0.7121660633435483,0.6042906204884564,0.3535319222268262,0.07388248632318052
random_forest,0.2987759571931386,0.4480983270740867,0.44772772094801366,0.34140195368906273,0.34140195368906273,0.5230084720993862,0.8525199299184825,0.4987934794396556,0.22213825761881364
catboost,0.2934004922206181,0.4490679412768863,0.4489666958173147,0.33491998225529845,0.33491998225529845,0.5163823433813345,0.8303898006936068,0.5084142074048069,0.20002503638906324
logistic_regression,0.25254687057413117,0.79248890406282,0.3372078322346444,0.31163459474525224,0.31163459474525224,0.7155912971761641,1.1817544834224216,0.37348519901109734,0.1087008714783737
