name,strategy,selection_score,accuracy,balanced_accuracy,macro_f1,macro_f1_present_classes,weighted_f1,log_loss,multiclass_brier,ece_macro
dummy_most_frequent,most_frequent,-0.08401191654370121,0.7901090697208616,0.3333333333333333,0.29424988048132966,0.29424988048132966,0.6974684979977344,7.565235940500617,0.4197818605582767,0.13992728685275893
dummy_stratified,stratified,-0.3119363043352622,0.6426737558950454,0.332067990438866,0.3320308601324402,0.3320308601324402,0.645582013131417,12.879343289354047,0.7146524882099091,0.2382174960699697
dummy_uniform,uniform,0.2393192660479242,0.7901090697208616,0.3333333333333333,0.29424988048132966,0.29424988048132966,0.6974684979977344,1.0986122886681096,0.6666666666666667,0.3045171575916855
dummy_prior,prior,0.2618417766792827,0.7901090697208616,0.3333333333333333,0.29424988048132966,0.29424988048132966,0.6974684979977344,0.6481620760409392,0.351519874892767,0.006973841589718949
